sticker_id,team_code,number,display_code,player_name,category,page_code,slot_position,section,sticker_type,page_number
GHA_012,GHA,12,GHA 12,Kamaldeen Sulemana,player,gha,slot_12,Ghana,player,102
GHA_013,GHA,13,GHA 13,Team Photo,team_photo,gha,slot_13,Ghana,player,102
GHA_014,GHA,14,GHA 14,Mohammed Kudus,player,gha,slot_14,Ghana,player,102
GHA_015,GHA,15,GHA 15,Inaki Williams,player,gha,slot_15,Ghana,player,102
GHA_016,GHA,16,GHA 16,Jordan Ayew,player,gha,slot_16,Ghana,player,102
GHA_017,GHA,17,GHA 17,André Ayew,player,gha,slot_17,Ghana,player,102
GHA_018,GHA,18,GHA 18,Joseph Paintsil,player,gha,slot_18,Ghana,player,102
GHA_019,GHA,19,GHA 19,Osman Bukari,player,gha,slot_19,Ghana,player,102
GHA_020,GHA,20,GHA 20,Antoine Semenyo,player,gha,slot_20,Ghana,player,102
PAN_001,PAN,1,PAN 1,Emblem,badge,pan,slot_01,Panama,player,104
PAN_002,PAN,2,PAN 2,Orlando Mosquera,player,pan,slot_02,Panama,player,104
PAN_003,PAN,3,PAN 3,Luis Mejia,player,pan,slot_03,Panama,player,104
PAN_004,PAN,4,PAN 4,Fidel Escobar,player,pan,slot_04,Panama,player,104
PAN_005,PAN,5,PAN 5,Andres Andrade,player,pan,slot_05,Panama,player,104
PAN_006,PAN,6,PAN 6,Michael Amir Murillo,player,pan,slot_06,Panama,player,104
PAN_007,PAN,7,PAN 7,Eric Davis,player,pan,slot_07,Panama,player,104
PAN_008,PAN,8,PAN 8,Jose Cordoba,player,pan,slot_08,Panama,player,104
PAN_009,PAN,9,PAN 9,Cesar Blackman,player,pan,slot_09,Panama,player,104
PAN_010,PAN,10,PAN 10,Cristian Martinez,player,pan,slot_10,Panama,player,104
PAN_011,PAN,11,PAN 11,Aníbal Godoy,player,pan,slot_11,Panama,player,104
PAN_012,PAN,12,PAN 12,Adalberto Carrasquilla,player,pan,slot_12,Panama,player,104
PAN_013,PAN,13,PAN 13,Team Photo,team_photo,pan,slot_13,Panama,player,104
PAN_014,PAN,14,PAN 14,Édgar Bárcenas,player,pan,slot_14,Panama,player,104
PAN_015,PAN,15,PAN 15,Carlos Harvey,player,pan,slot_15,Panama,player,104
PAN_016,PAN,16,PAN 16,Ismael Díaz,player,pan,slot_16,Panama,player,104
PAN_017,PAN,17,PAN 17,Jose Fajardo,player,pan,slot_17,Panama,player,104
PAN_018,PAN,18,PAN 18,Cecilio Waterman,player,pan,slot_18,Panama,player,104
PAN_019,PAN,19,PAN 19,Jose Luiz Rodriguez,player,pan,slot_19,Panama,player,104
PAN_020,PAN,20,PAN 20,Alberto Quintero,player,pan,slot_20,Panama,player,104
FWC9,FWC,9,FWC 9,Italy 1934,special,fifa_world_cup_history,FWC9,FIFA World Cup History,special,2
FWC10,FWC,10,FWC 10,Uruguay 1950,special,fifa_world_cup_history,FWC10,FIFA World Cup History,special,2
FWC11,FWC,11,FWC 11,West Germany 1954,special,fifa_world_cup_history,FWC11,FIFA World Cup History,special,2
FWC12,FWC,12,FWC 12,Brazil 1962,special,fifa_world_cup_history,FWC12,FIFA World Cup History,special,2
FWC13,FWC,13,FWC 13,West Germany 1974,special,fifa_world_cup_history,FWC13,FIFA World Cup History,special,2
FWC14,FWC,14,FWC 14,Argentina 1986,special,fifa_world_cup_history,FWC14,FIFA World Cup History,special,2
FWC15,FWC,15,FWC 15,Brazil 1994,special,fifa_world_cup_history,FWC15,FIFA World Cup History,special,2
FWC16,FWC,16,FWC 16,Brazil 2002,special,fifa_world_cup_history,FWC16,FIFA World Cup History,special,2
FWC17,FWC,17,FWC 17,Italy 2006,special,fifa_world_cup_history,FWC17,FIFA World Cup History,special,2
FWC18,FWC,18,FWC 18,Germany 2014,special,fifa_world_cup_history,FWC18,FIFA World Cup History,special,2
FWC19,FWC,19,FWC 19,Argentina 2022,special,fifa_world_cup_history,FWC19,FIFA World Cup History,special,2
CUW_001,CUW,1,CUW 1,Emblem,badge,cuw,slot_01,Curacao,player,42
CUW_002,CUW,2,CUW 2,Eloy Room,player,cuw,slot_02,Curacao,player,42
CUW_003,CUW,3,CUW 3,Armando Obispo,player,cuw,slot_03,Curacao,player,42
CUW_004,CUW,4,CUW 4,Sherel Floranus,player,cuw,slot_04,Curacao,player,42
CUW_005,CUW,5,CUW 5,Jurien Gaari,player,cuw,slot_05,Curacao,player,42
CUW_006,CUW,6,CUW 6,Joshua Brenet,player,cuw,slot_06,Curacao,player,42
CUW_007,CUW,7,CUW 7,Roshon Van Eijma,player,cuw,slot_07,Curacao,player,42
CUW_008,CUW,8,CUW 8,Shurandy Sambo,player,cuw,slot_08,Curacao,player,42
CUW_009,CUW,9,CUW 9,Livano Comenencia,player,cuw,slot_09,Curacao,player,42
CUW_010,CUW,10,CUW 10,Godfried Roemeratoe,player,cuw,slot_10,Curacao,player,42
CUW_011,CUW,11,CUW 11,Juninho Bacuna,player,cuw,slot_11,Curacao,player,42
CUW_012,CUW,12,CUW 12,Leandro Bacuna,player,cuw,slot_12,Curacao,player,42
CUW_013,CUW,13,CUW 13,Team Photo,team_photo,cuw,slot_13,Curacao,player,42
CUW_014,CUW,14,CUW 14,Tahith Chong,player,cuw,slot_14,Curacao,player,42
CUW_015,CUW,15,CUW 15,Kenji Gorre,player,cuw,slot_15,Curacao,player,42
CUW_016,CUW,16,CUW 16,Jearl Margaritha,player,cuw,slot_16,Curacao,player,42
CUW_017,CUW,17,CUW 17,Jurgen Locadia,player,cuw,slot_17,Curacao,player,42
CUW_018,CUW,18,CUW 18,Jeremy Antonisse,player,cuw,slot_18,Curacao,player,42
CUW_019,CUW,19,CUW 19,Gervane Kastaneer,player,cuw,slot_19,Curacao,player,42
CUW_020,CUW,20,CUW 20,Sontje Hansen,player,cuw,slot_20,Curacao,player,42
