sticker_id,team_code,number,display_code,player_name,category,page_code,slot_position,section,sticker_type,page_number
URU_007,URU,7,URU 7,Mathias Olivera,player,uru,slot_07,Uruguay,player,72
URU_008,URU,8,URU 8,Guillermo Varela,player,uru,slot_08,Uruguay,player,72
URU_009,URU,9,URU 9,Nahitan Nandez,player,uru,slot_09,Uruguay,player,72
URU_010,URU,10,URU 10,Federico Valverde,player,uru,slot_10,Uruguay,player,72
URU_011,URU,11,URU 11,Giorgian De Arrascaeta,player,uru,slot_11,Uruguay,player,72
URU_012,URU,12,URU 12,Rodrigo Bentancur,player,uru,slot_12,Uruguay,player,72
URU_013,URU,13,URU 13,Team Photo,team_photo,uru,slot_13,Uruguay,player,72
URU_014,URU,14,URU 14,Manuel Ugarte,player,uru,slot_14,Uruguay,player,72
URU_015,URU,15,URU 15,Nicolás de la Cruz,player,uru,slot_15,Uruguay,player,72
URU_016,URU,16,URU 16,Maxi Araujo,player,uru,slot_16,Uruguay,player,72
URU_017,URU,17,URU 17,Darwin Núñez,player,uru,slot_17,Uruguay,player,72
URU_018,URU,18,URU 18,Federico Viñas,player,uru,slot_18,Uruguay,player,72
URU_019,URU,19,URU 19,Rodrigo Aguirre,player,uru,slot_19,Uruguay,player,72
URU_020,URU,20,URU 20,Facundo Pellistri,player,uru,slot_20,Uruguay,player,72
FRA_001,FRA,1,FRA 1,Emblem,badge,fra,slot_01,France,player,74
FRA_002,FRA,2,FRA 2,Mike Maignan,player,fra,slot_02,France,player,74
FRA_003,FRA,3,FRA 3,Theo Hernandez,player,fra,slot_03,France,player,74
FRA_004,FRA,4,FRA 4,William Saliba,player,fra,slot_04,France,player,74
FRA_005,FRA,5,FRA 5,Jules Kounde,player,fra,slot_05,France,player,74
FRA_006,FRA,6,FRA 6,Ibrahima Konate,player,fra,slot_06,France,player,74
FRA_007,FRA,7,FRA 7,Dayot Upamecano,player,fra,slot_07,France,player,74
FRA_008,FRA,8,FRA 8,Lucas Digne,player,fra,slot_08,France,player,74
FRA_009,FRA,9,FRA 9,Aurélien Tchouaméni,player,fra,slot_09,France,player,74
FRA_010,FRA,10,FRA 10,Eduardo Camavinga,player,fra,slot_10,France,player,74
FRA_011,FRA,11,FRA 11,Manu Kone,player,fra,slot_11,France,player,74
FRA_012,FRA,12,FRA 12,Adrien Rabiot,player,fra,slot_12,France,player,74
FRA_013,FRA,13,FRA 13,Team Photo,team_photo,fra,slot_13,France,player,74
FRA_014,FRA,14,FRA 14,Michael Olise,player,fra,slot_14,France,player,74
FRA_015,FRA,15,FRA 15,Ousmane Dembele,player,fra,slot_15,France,player,74
FRA_016,FRA,16,FRA 16,Bradley Barcola,player,fra,slot_16,France,player,74
FRA_017,FRA,17,FRA 17,Désiré Doué,player,fra,slot_17,France,player,74
FRA_018,FRA,18,FRA 18,Kingsley Coman,player,fra,slot_18,France,player,74
FRA_019,FRA,19,FRA 19,Hugo Ekitike,player,fra,slot_19,France,player,74
FRA_020,FRA,20,FRA 20,Kylian Mbappe,player,fra,slot_20,France,player,74
SEN_001,SEN,1,SEN 1,Emblem,badge,sen,slot_01,Senegal,player,76
SEN_002,SEN,2,SEN 2,Édouard Mendy,player,sen,slot_02,Senegal,player,76
SEN_003,SEN,3,SEN 3,Yehvann Diouf,player,sen,slot_03,Senegal,player,76
SEN_004,SEN,4,SEN 4,Moussa Niakhaté,player,sen,slot_04,Senegal,player,76
SEN_005,SEN,5,SEN 5,Abdoulaye Seck,player,sen,slot_05,Senegal,player,76
SEN_006,SEN,6,SEN 6,Ismail Jakobs,player,sen,slot_06,Senegal,player,76
SEN_007,SEN,7,SEN 7,El Hadji Malick Diouf,player,sen,slot_07,Senegal,player,76
SEN_008,SEN,8,SEN 8,Kalidou Koulibaly,player,sen,slot_08,Senegal,player,76
SEN_009,SEN,9,SEN 9,Idrissa Gana Gueye,player,sen,slot_09,Senegal,player,76
SEN_010,SEN,10,SEN 10,Pape Matar Sarr,player,sen,slot_10,Senegal,player,76
SEN_011,SEN,11,SEN 11,Pape Gueye,player,sen,slot_11,Senegal,player,76
SEN_012,SEN,12,SEN 12,Habib Diarra,player,sen,slot_12,Senegal,player,76
SEN_013,SEN,13,SEN 13,Team Photo,team_photo,sen,slot_13,Senegal,player,76
SEN_014,SEN,14,SEN 14,Lamine Camara,player,sen,slot_14,Senegal,player,76
SEN_015,SEN,15,SEN 15,Sadio Mane,player,sen,slot_15,Senegal,player,76
SEN_016,SEN,16,SEN 16,Ismaïla Sarr,player,sen,slot_16,Senegal,player,76
SEN_017,SEN,17,SEN 17,Boulaye Dia,player,sen,slot_17,Senegal,player,76
SEN_018,SEN,18,SEN 18,Iliman Ndiaye,player,sen,slot_18,Senegal,player,76
SEN_019,SEN,19,SEN 19,Nicolas Jackson,player,sen,slot_19,Senegal,player,76
SEN_020,SEN,20,SEN 20,Krepin Diatta,player,sen,slot_20,Senegal,player,76
IRQ_001,IRQ,1,IRQ 1,Emblem,badge,irq,slot_01,Iraq,player,78
IRQ_002,IRQ,2,IRQ 2,Jalal Hassan,player,irq,slot_02,Iraq,player,78
IRQ_003,IRQ,3,IRQ 3,Rebin Sulaka,player,irq,slot_03,Iraq,player,78
IRQ_004,IRQ,4,IRQ 4,Hussein Ali,player,irq,slot_04,Iraq,player,78
IRQ_005,IRQ,5,IRQ 5,Akam Hashem,player,irq,slot_05,Iraq,player,78
IRQ_006,IRQ,6,IRQ 6,Merchas Doski,player,irq,slot_06,Iraq,player,78
IRQ_007,IRQ,7,IRQ 7,Zaid Tahseen,player,irq,slot_07,Iraq,player,78
IRQ_008,IRQ,8,IRQ 8,Manaf Younis,player,irq,slot_08,Iraq,player,78
IRQ_009,IRQ,9,IRQ 9,Zidane Iqbal,player,irq,slot_09,Iraq,player,78
IRQ_010,IRQ,10,IRQ 10,Amir Al-Ammari,player,irq,slot_10,Iraq,player,78
IRQ_011,IRQ,11,IRQ 11,Ibrahim Bavesh,player,irq,slot_11,Iraq,player,78
IRQ_012,IRQ,12,IRQ 12,Ali Jasim,player,irq,slot_12,Iraq,player,78
IRQ_013,IRQ,13,IRQ 13,Team Photo,team_photo,irq,slot_13,Iraq,player,78
IRQ_014,IRQ,14,IRQ 14,Youssef Amyn,player,irq,slot_14,Iraq,player,78
IRQ_015,IRQ,15,IRQ 15,Aimar Sher,player,irq,slot_15,Iraq,player,78
IRQ_016,IRQ,16,IRQ 16,Marko Farji,player,irq,slot_16,Iraq,player,78
IRQ_017,IRQ,17,IRQ 17,Osama Rashid,player,irq,slot_17,Iraq,player,78
IRQ_018,IRQ,18,IRQ 18,Ali Al-Hamadi,player,irq,slot_18,Iraq,player,78
IRQ_019,IRQ,19,IRQ 19,Aymen Hussein,player,irq,slot_19,Iraq,player,78
IRQ_020,IRQ,20,IRQ 20,Mohanad Ali,player,irq,slot_20,Iraq,player,78
NOR_001,NOR,1,NOR 1,Emblem,badge,nor,slot_01,Norway,player,80
NOR_002,NOR,2,NOR 2,Orjan Nyland,player,nor,slot_02,Norway,player,80
NOR_003,NOR,3,NOR 3,Julian Ryerson,player,nor,slot_03,Norway,player,80
NOR_004,NOR,4,NOR 4,Leo Ostigård,player,nor,slot_04,Norway,player,80
NOR_005,NOR,5,NOR 5,Kristoffer Vassbakk Ajer,player,nor,slot_05,Norway,player,80
NOR_006,NOR,6,NOR 6,Marcus Holmgren Pedersen,player,nor,slot_06,Norway,player,80
NOR_007,NOR,7,NOR 7,David Møller Wolfe,player,nor,slot_07,Norway,player,80
NOR_008,NOR,8,NOR 8,Torbjørn Heggem,player,nor,slot_08,Norway,player,80
NOR_009,NOR,9,NOR 9,Morten Thorsby,player,nor,slot_09,Norway,player,80
NOR_010,NOR,10,NOR 10,Martin Ødegaard,player,nor,slot_10,Norway,player,80
NOR_011,NOR,11,NOR 11,Sander Berge,player,nor,slot_11,Norway,player,80
NOR_012,NOR,12,NOR 12,Andreas Schjelderup,player,nor,slot_12,Norway,player,80
NOR_013,NOR,13,NOR 13,Team Photo,team_photo,nor,slot_13,Norway,player,80
NOR_014,NOR,14,NOR 14,Patrick Berg,player,nor,slot_14,Norway,player,80
NOR_015,NOR,15,NOR 15,Erling Haaland,player,nor,slot_15,Norway,player,80
NOR_016,NOR,16,NOR 16,Alexander Sørloth,player,nor,slot_16,Norway,player,80
NOR_017,NOR,17,NOR 17,Aron Dønnum,player,nor,slot_17,Norway,player,80
NOR_018,NOR,18,NOR 18,Jorgen Strand Larsen,player,nor,slot_18,Norway,player,80
NOR_019,NOR,19,NOR 19,Antonio Nusa,player,nor,slot_19,Norway,player,80
NOR_020,NOR,20,NOR 20,Oscar Bobb,player,nor,slot_20,Norway,player,80
ARG_001,ARG,1,ARG 1,Emblem,badge,arg,slot_01,Argentina,player,82
ARG_002,ARG,2,ARG 2,Emiliano Martinez,player,arg,slot_02,Argentina,player,82
ARG_003,ARG,3,ARG 3,Nahuel Molina,player,arg,slot_03,Argentina,player,82
ARG_004,ARG,4,ARG 4,Cristian Romero,player,arg,slot_04,Argentina,player,82
ARG_005,ARG,5,ARG 5,Nicolas Otamendi,player,arg,slot_05,Argentina,player,82
ARG_006,ARG,6,ARG 6,Nicolas Tagliafico,player,arg,slot_06,Argentina,player,82
ARG_007,ARG,7,ARG 7,Leonardo Balerdi,player,arg,slot_07,Argentina,player,82
ARG_008,ARG,8,ARG 8,Enzo Fernandez,player,arg,slot_08,Argentina,player,82
ARG_009,ARG,9,ARG 9,Alexis Mac Allister,player,arg,slot_09,Argentina,player,82
ARG_010,ARG,10,ARG 10,Rodrigo De Paul,player,arg,slot_10,Argentina,player,82
ARG_011,ARG,11,ARG 11,Exequiel Palacios,player,arg,slot_11,Argentina,player,82
ARG_012,ARG,12,ARG 12,Leandro Paredes,player,arg,slot_12,Argentina,player,82
ARG_013,ARG,13,ARG 13,Team Photo,team_photo,arg,slot_13,Argentina,player,82
ARG_014,ARG,14,ARG 14,Nico Paz,player,arg,slot_14,Argentina,player,82
ARG_015,ARG,15,ARG 15,Franco Mastantuono,player,arg,slot_15,Argentina,player,82
ARG_016,ARG,16,ARG 16,Nico Gonzalez,player,arg,slot_16,Argentina,player,82
ARG_017,ARG,17,ARG 17,Lionel Messi,player,arg,slot_17,Argentina,player,82
ARG_018,ARG,18,ARG 18,Lautaro Martinez,player,arg,slot_18,Argentina,player,82
ARG_019,ARG,19,ARG 19,Julian Alvarez,player,arg,slot_19,Argentina,player,82
ARG_020,ARG,20,ARG 20,Giuliano Simeone,player,arg,slot_20,Argentina,player,82
ALG_001,ALG,1,ALG 1,Emblem,badge,alg,slot_01,Algeria,player,84
ALG_002,ALG,2,ALG 2,Alexis Guendouz,player,alg,slot_02,Algeria,player,84
ALG_003,ALG,3,ALG 3,Ramy Bensebaini,player,alg,slot_03,Algeria,player,84
ALG_004,ALG,4,ALG 4,Youcef Atal,player,alg,slot_04,Algeria,player,84
ALG_005,ALG,5,ALG 5,Rayan Aït-Nouri,player,alg,slot_05,Algeria,player,84
ALG_006,ALG,6,ALG 6,Mohamed Amine Tougai,player,alg,slot_06,Algeria,player,84
ALG_007,ALG,7,ALG 7,Aïssa Mandi,player,alg,slot_07,Algeria,player,84
ALG_008,ALG,8,ALG 8,Ismael Bennacer,player,alg,slot_08,Algeria,player,84
ALG_009,ALG,9,ALG 9,Houssem Aouar,player,alg,slot_09,Algeria,player,84
ALG_010,ALG,10,ALG 10,Hicham Boudaoui,player,alg,slot_10,Algeria,player,84
ALG_011,ALG,11,ALG 11,Ramiz Zerrouki,player,alg,slot_11,Algeria,player,84
ALG_012,ALG,12,ALG 12,Nabil Bentaleb,player,alg,slot_12,Algeria,player,84
ALG_013,ALG,13,ALG 13,Team Photo,team_photo,alg,slot_13,Algeria,player,84
ALG_014,ALG,14,ALG 14,Farés Chaibi,player,alg,slot_14,Algeria,player,84
ALG_015,ALG,15,ALG 15,Riyad Mahrez,player,alg,slot_15,Algeria,player,84
ALG_016,ALG,16,ALG 16,Said Benrahma,player,alg,slot_16,Algeria,player,84
ALG_017,ALG,17,ALG 17,Anis Hadj Moussa,player,alg,slot_17,Algeria,player,84
ALG_018,ALG,18,ALG 18,Amine Gouiri,player,alg,slot_18,Algeria,player,84
ALG_019,ALG,19,ALG 19,Baghdad Bounedjah,player,alg,slot_19,Algeria,player,84
ALG_020,ALG,20,ALG 20,Mohammed Amoura,player,alg,slot_20,Algeria,player,84
AUT_001,AUT,1,AUT 1,Emblem,badge,aut,slot_01,Austria,player,86
AUT_002,AUT,2,AUT 2,Alexander Schlager,player,aut,slot_02,Austria,player,86
AUT_003,AUT,3,AUT 3,Patrick Pentz,player,aut,slot_03,Austria,player,86
AUT_004,AUT,4,AUT 4,David Alaba,player,aut,slot_04,Austria,player,86
AUT_005,AUT,5,AUT 5,Kevin Danso,player,aut,slot_05,Austria,player,86
AUT_006,AUT,6,AUT 6,Philipp Lienhart,player,aut,slot_06,Austria,player,86
AUT_007,AUT,7,AUT 7,Stefan Posch,player,aut,slot_07,Austria,player,86
AUT_008,AUT,8,AUT 8,Phillipp Mwene,player,aut,slot_08,Austria,player,86
AUT_009,AUT,9,AUT 9,Alexander Prass,player,aut,slot_09,Austria,player,86
AUT_010,AUT,10,AUT 10,Xaver Schlager,player,aut,slot_10,Austria,player,86
AUT_011,AUT,11,AUT 11,Marcel Sabitzer,player,aut,slot_11,Austria,player,86
AUT_012,AUT,12,AUT 12,Konrad Laimer,player,aut,slot_12,Austria,player,86
AUT_013,AUT,13,AUT 13,Team Photo,team_photo,aut,slot_13,Austria,player,86
AUT_014,AUT,14,AUT 14,Florian Grillitsch,player,aut,slot_14,Austria,player,86
AUT_015,AUT,15,AUT 15,Nicolas Seiwald,player,aut,slot_15,Austria,player,86
AUT_016,AUT,16,AUT 16,Romano Schmid,player,aut,slot_16,Austria,player,86
AUT_017,AUT,17,AUT 17,Patrick Wimmer,player,aut,slot_17,Austria,player,86
AUT_018,AUT,18,AUT 18,Christoph Baumgartner,player,aut,slot_18,Austria,player,86
AUT_019,AUT,19,AUT 19,Michael Gregoritsch,player,aut,slot_19,Austria,player,86
AUT_020,AUT,20,AUT 20,Marko Arnautović,player,aut,slot_20,Austria,player,86
JOR_001,JOR,1,JOR 1,Emblem,badge,jor,slot_01,Jordan,player,88
JOR_002,JOR,2,JOR 2,Yazeed Abulaila,player,jor,slot_02,Jordan,player,88
JOR_003,JOR,3,JOR 3,Ihsan Haddad,player,jor,slot_03,Jordan,player,88
JOR_004,JOR,4,JOR 4,Mohammad Abu Hashish,player,jor,slot_04,Jordan,player,88
JOR_005,JOR,5,JOR 5,Yazan Al-Arab,player,jor,slot_05,Jordan,player,88
JOR_006,JOR,6,JOR 6,Abdallah Nasib,player,jor,slot_06,Jordan,player,88
JOR_007,JOR,7,JOR 7,Saleem Obaid,player,jor,slot_07,Jordan,player,88
JOR_008,JOR,8,JOR 8,Mohammad Abualnadi,player,jor,slot_08,Jordan,player,88
JOR_009,JOR,9,JOR 9,Ibrahim Saadeh,player,jor,slot_09,Jordan,player,88
JOR_010,JOR,10,JOR 10,Nizar Al-Rashdan,player,jor,slot_10,Jordan,player,88
JOR_011,JOR,11,JOR 11,Noor Al-Rawabdeh,player,jor,slot_11,Jordan,player,88
JOR_012,JOR,12,JOR 12,Mohannad Abu Taha,player,jor,slot_12,Jordan,player,88
JOR_013,JOR,13,JOR 13,Team Photo,team_photo,jor,slot_13,Jordan,player,88
JOR_014,JOR,14,JOR 14,Amer Jamous,player,jor,slot_14,Jordan,player,88
JOR_015,JOR,15,JOR 15,Musa Al-Taamari,player,jor,slot_15,Jordan,player,88
JOR_016,JOR,16,JOR 16,Yazan Al-Naimat,player,jor,slot_16,Jordan,player,88
JOR_017,JOR,17,JOR 17,Mahmoud Al-Mardi,player,jor,slot_17,Jordan,player,88
JOR_018,JOR,18,JOR 18,Ali Olwan,player,jor,slot_18,Jordan,player,88
JOR_019,JOR,19,JOR 19,Mohammad Abu Zrayq,player,jor,slot_19,Jordan,player,88
JOR_020,JOR,20,JOR 20,Ibrahim Sabra,player,jor,slot_20,Jordan,player,88
POR_001,POR,1,POR 1,Emblem,badge,por,slot_01,Portugal,player,90
POR_002,POR,2,POR 2,Diogo Costa,player,por,slot_02,Portugal,player,90
POR_003,POR,3,POR 3,José Sá,player,por,slot_03,Portugal,player,90
POR_004,POR,4,POR 4,Ruben Dias,player,por,slot_04,Portugal,player,90
POR_005,POR,5,POR 5,João Cancelo,player,por,slot_05,Portugal,player,90
POR_006,POR,6,POR 6,Diogo Dalot,player,por,slot_06,Portugal,player,90
POR_007,POR,7,POR 7,Nuno Mendes,player,por,slot_07,Portugal,player,90
POR_008,POR,8,POR 8,Gonçalo Inácio,player,por,slot_08,Portugal,player,90
POR_009,POR,9,POR 9,Bernardo Silva,player,por,slot_09,Portugal,player,90
POR_010,POR,10,POR 10,Bruno Fernandes,player,por,slot_10,Portugal,player,90
POR_011,POR,11,POR 11,Ruben Neves,player,por,slot_11,Portugal,player,90
POR_012,POR,12,POR 12,Vitinha,player,por,slot_12,Portugal,player,90
POR_013,POR,13,POR 13,Team Photo,team_photo,por,slot_13,Portugal,player,90
POR_014,POR,14,POR 14,João Neves,player,por,slot_14,Portugal,player,90
POR_015,POR,15,POR 15,Cristiano Ronaldo,player,por,slot_15,Portugal,player,90
POR_016,POR,16,POR 16,Francisco Trincao,player,por,slot_16,Portugal,player,90
POR_017,POR,17,POR 17,João Felix,player,por,slot_17,Portugal,player,90
POR_018,POR,18,POR 18,Gonçalo Ramos,player,por,slot_18,Portugal,player,90
POR_019,POR,19,POR 19,Pedro Neto,player,por,slot_19,Portugal,player,90
POR_020,POR,20,POR 20,Rafael Leão,player,por,slot_20,Portugal,player,90
COD_001,COD,1,COD 1,Emblem,badge,cod,slot_01,Congo DR,player,92
COD_002,COD,2,COD 2,Lionel Mpasi-Nzau,player,cod,slot_02,Congo DR,player,92
COD_003,COD,3,COD 3,Aaron Wan-Bissaka,player,cod,slot_03,Congo DR,player,92
COD_004,COD,4,COD 4,Axel Tuanzebe,player,cod,slot_04,Congo DR,player,92
COD_005,COD,5,COD 5,Arthur Masuaku,player,cod,slot_05,Congo DR,player,92
COD_006,COD,6,COD 6,Chancel Mbemba,player,cod,slot_06,Congo DR,player,92
COD_007,COD,7,COD 7,Joris Kayembe,player,cod,slot_07,Congo DR,player,92
COD_008,COD,8,COD 8,Charles Pickel,player,cod,slot_08,Congo DR,player,92
COD_009,COD,9,COD 9,Ngal'ayel Mukau,player,cod,slot_09,Congo DR,player,92
COD_010,COD,10,COD 10,Edo Kayembe,player,cod,slot_10,Congo DR,player,92
COD_011,COD,11,COD 11,Samuel Moutoussamy,player,cod,slot_11,Congo DR,player,92
COD_012,COD,12,COD 12,Noah Sadiki,player,cod,slot_12,Congo DR,player,92
COD_013,COD,13,COD 13,Team Photo,team_photo,cod,slot_13,Congo DR,player,92
COD_014,COD,14,COD 14,Théo Bongonda,player,cod,slot_14,Congo DR,player,92
COD_015,COD,15,COD 15,Meschak Elia,player,cod,slot_15,Congo DR,player,92
COD_016,COD,16,COD 16,Yoane Wissa,player,cod,slot_16,Congo DR,player,92
COD_017,COD,17,COD 17,Brian Cipenga,player,cod,slot_17,Congo DR,player,92
COD_018,COD,18,COD 18,Fiston Mayele,player,cod,slot_18,Congo DR,player,92
COD_019,COD,19,COD 19,Cédric Bakambu,player,cod,slot_19,Congo DR,player,92
COD_020,COD,20,COD 20,Nathanaël Mbuku,player,cod,slot_20,Congo DR,player,92
UZB_001,UZB,1,UZB 1,Emblem,badge,uzb,slot_01,Uzbekistan,player,94
UZB_002,UZB,2,UZB 2,Utkir Yusupov,player,uzb,slot_02,Uzbekistan,player,94
UZB_003,UZB,3,UZB 3,Farrukh Savfiev,player,uzb,slot_03,Uzbekistan,player,94
UZB_004,UZB,4,UZB 4,Sherzod Nasrullaev,player,uzb,slot_04,Uzbekistan,player,94
UZB_005,UZB,5,UZB 5,Umar Eshmurodov,player,uzb,slot_05,Uzbekistan,player,94
UZB_006,UZB,6,UZB 6,Husniddin Aliqulov,player,uzb,slot_06,Uzbekistan,player,94
UZB_007,UZB,7,UZB 7,Rustamjon Ashurmatov,player,uzb,slot_07,Uzbekistan,player,94
UZB_008,UZB,8,UZB 8,Khojiakbar Alijonov,player,uzb,slot_08,Uzbekistan,player,94
UZB_009,UZB,9,UZB 9,Abdukodir Khusanov,player,uzb,slot_09,Uzbekistan,player,94
UZB_010,UZB,10,UZB 10,Odiljon Hamrobekov,player,uzb,slot_10,Uzbekistan,player,94
UZB_011,UZB,11,UZB 11,Otabek Shukurov,player,uzb,slot_11,Uzbekistan,player,94
UZB_012,UZB,12,UZB 12,Jamshid Iskanderov,player,uzb,slot_12,Uzbekistan,player,94
UZB_013,UZB,13,UZB 13,Team Photo,team_photo,uzb,slot_13,Uzbekistan,player,94
UZB_014,UZB,14,UZB 14,Azizbek Turgunboev,player,uzb,slot_14,Uzbekistan,player,94
UZB_015,UZB,15,UZB 15,Khojimat Erkinov,player,uzb,slot_15,Uzbekistan,player,94
UZB_016,UZB,16,UZB 16,Eldor Shomurodov,player,uzb,slot_16,Uzbekistan,player,94
UZB_017,UZB,17,UZB 17,Oston Urunov,player,uzb,slot_17,Uzbekistan,player,94
UZB_018,UZB,18,UZB 18,Jaloliddin Masharipov,player,uzb,slot_18,Uzbekistan,player,94
UZB_019,UZB,19,UZB 19,Igor Sergeev,player,uzb,slot_19,Uzbekistan,player,94
UZB_020,UZB,20,UZB 20,Abbosbek Fayzullaev,player,uzb,slot_20,Uzbekistan,player,94
COL_001,COL,1,COL 1,Emblem,badge,col,slot_01,Colombia,player,96
COL_002,COL,2,COL 2,Camilo Vargas,player,col,slot_02,Colombia,player,96
COL_003,COL,3,COL 3,David Ospina,player,col,slot_03,Colombia,player,96
COL_004,COL,4,COL 4,Dávinson Sánchez,player,col,slot_04,Colombia,player,96
COL_005,COL,5,COL 5,Yerry Mina,player,col,slot_05,Colombia,player,96
COL_006,COL,6,COL 6,Daniel Munoz,player,col,slot_06,Colombia,player,96
COL_007,COL,7,COL 7,Johan Mojica,player,col,slot_07,Colombia,player,96
COL_008,COL,8,COL 8,Jhon Lucumí,player,col,slot_08,Colombia,player,96
COL_009,COL,9,COL 9,Santiago Arias,player,col,slot_09,Colombia,player,96
COL_010,COL,10,COL 10,Jefferson Lerma,player,col,slot_10,Colombia,player,96
COL_011,COL,11,COL 11,Kevin Castaño,player,col,slot_11,Colombia,player,96
COL_012,COL,12,COL 12,Richard Rios,player,col,slot_12,Colombia,player,96
COL_013,COL,13,COL 13,Team Photo,team_photo,col,slot_13,Colombia,player,96
COL_014,COL,14,COL 14,James Rodriguez,player,col,slot_14,Colombia,player,96
COL_015,COL,15,COL 15,Juan Fernando Quintero,player,col,slot_15,Colombia,player,96
COL_016,COL,16,COL 16,Jorge Carrascal,player,col,slot_16,Colombia,player,96
COL_017,COL,17,COL 17,Jhon Arias,player,col,slot_17,Colombia,player,96
COL_018,COL,18,COL 18,Jhon Cordova,player,col,slot_18,Colombia,player,96
COL_019,COL,19,COL 19,Luis Suarez,player,col,slot_19,Colombia,player,96
COL_020,COL,20,COL 20,Luis Diaz,player,col,slot_20,Colombia,player,96
ENG_001,ENG,1,ENG 1,Emblem,badge,eng,slot_01,England,player,98
ENG_002,ENG,2,ENG 2,Jordan Pickford,player,eng,slot_02,England,player,98
ENG_003,ENG,3,ENG 3,John Stones,player,eng,slot_03,England,player,98
ENG_004,ENG,4,ENG 4,Marc Guéhi,player,eng,slot_04,England,player,98
ENG_005,ENG,5,ENG 5,Ezri Konsa,player,eng,slot_05,England,player,98
ENG_006,ENG,6,ENG 6,Trent Alexander-Arnold,player,eng,slot_06,England,player,98
ENG_007,ENG,7,ENG 7,Reece James,player,eng,slot_07,England,player,98
ENG_008,ENG,8,ENG 8,Dan Burn,player,eng,slot_08,England,player,98
ENG_009,ENG,9,ENG 9,Jordan Henderson,player,eng,slot_09,England,player,98
ENG_010,ENG,10,ENG 10,Declan Rice,player,eng,slot_10,England,player,98
ENG_011,ENG,11,ENG 11,Jude Bellingham,player,eng,slot_11,England,player,98
ENG_012,ENG,12,ENG 12,Cole Palmer,player,eng,slot_12,England,player,98
ENG_013,ENG,13,ENG 13,Team Photo,team_photo,eng,slot_13,England,player,98
ENG_014,ENG,14,ENG 14,Morgan Rogers,player,eng,slot_14,England,player,98
ENG_015,ENG,15,ENG 15,Anthony Gordon,player,eng,slot_15,England,player,98
ENG_016,ENG,16,ENG 16,Phil Foden,player,eng,slot_16,England,player,98
ENG_017,ENG,17,ENG 17,Bukayo Saka,player,eng,slot_17,England,player,98
ENG_018,ENG,18,ENG 18,Harry Kane,player,eng,slot_18,England,player,98
ENG_019,ENG,19,ENG 19,Marcus Rashford,player,eng,slot_19,England,player,98
ENG_020,ENG,20,ENG 20,Ollie Watkins,player,eng,slot_20,England,player,98
CRO_001,CRO,1,CRO 1,Emblem,badge,cro,slot_01,Croatia,player,100
CRO_002,CRO,2,CRO 2,Dominik Livaković,player,cro,slot_02,Croatia,player,100
CRO_003,CRO,3,CRO 3,Duje Caleta-Car,player,cro,slot_03,Croatia,player,100
CRO_004,CRO,4,CRO 4,Josko Gvardiol,player,cro,slot_04,Croatia,player,100
CRO_005,CRO,5,CRO 5,Josip Stanišić,player,cro,slot_05,Croatia,player,100
CRO_006,CRO,6,CRO 6,Luka Vušković,player,cro,slot_06,Croatia,player,100
CRO_007,CRO,7,CRO 7,Josip Sutalo,player,cro,slot_07,Croatia,player,100
CRO_008,CRO,8,CRO 8,Kristijan Jakic,player,cro,slot_08,Croatia,player,100
CRO_009,CRO,9,CRO 9,Luka Modrić,player,cro,slot_09,Croatia,player,100
CRO_010,CRO,10,CRO 10,Mateo Kovacic,player,cro,slot_10,Croatia,player,100
CRO_011,CRO,11,CRO 11,Martin Baturina,player,cro,slot_11,Croatia,player,100
CRO_012,CRO,12,CRO 12,Lovro Majer,player,cro,slot_12,Croatia,player,100
CRO_013,CRO,13,CRO 13,Team Photo,team_photo,cro,slot_13,Croatia,player,100
CRO_014,CRO,14,CRO 14,Mario Pasalic,player,cro,slot_14,Croatia,player,100
CRO_015,CRO,15,CRO 15,Petar Sucic,player,cro,slot_15,Croatia,player,100
CRO_016,CRO,16,CRO 16,Ivan Perišić,player,cro,slot_16,Croatia,player,100
CRO_017,CRO,17,CRO 17,Marco Pasalic,player,cro,slot_17,Croatia,player,100
CRO_018,CRO,18,CRO 18,Ante Budimir,player,cro,slot_18,Croatia,player,100
CRO_019,CRO,19,CRO 19,Andrej Kramarić,player,cro,slot_19,Croatia,player,100
CRO_020,CRO,20,CRO 20,Franjo Ivanovic,player,cro,slot_20,Croatia,player,100
GHA_001,GHA,1,GHA 1,Emblem,badge,gha,slot_01,Ghana,player,102
GHA_002,GHA,2,GHA 2,Lawrence Ati Zigi,player,gha,slot_02,Ghana,player,102
GHA_003,GHA,3,GHA 3,Tariq Lamptey,player,gha,slot_03,Ghana,player,102
GHA_004,GHA,4,GHA 4,Mohammed Salisu,player,gha,slot_04,Ghana,player,102
GHA_005,GHA,5,GHA 5,Alidu Seidu,player,gha,slot_05,Ghana,player,102
GHA_006,GHA,6,GHA 6,Alexander Djiku,player,gha,slot_06,Ghana,player,102
GHA_007,GHA,7,GHA 7,Gideon Mensah,player,gha,slot_07,Ghana,player,102
GHA_008,GHA,8,GHA 8,Caleb Yirenkyi,player,gha,slot_08,Ghana,player,102
GHA_009,GHA,9,GHA 9,Abdul Issahaku Fatawu,player,gha,slot_09,Ghana,player,102
GHA_010,GHA,10,GHA 10,Thomas Partey,player,gha,slot_10,Ghana,player,102
GHA_011,GHA,11,GHA 11,Salis Abdul Samed,player,gha,slot_11,Ghana,player,102
