sticker_id,team_code,number,display_code,player_name,category,page_code,slot_position
NED_013,NED,13,NED 13,TEAM PHOTO,team_photo,ned,slot_13
NED_014,NED,14,NED 14,FRENKIE DE JONG,player,ned,slot_14
NED_015,NED,15,NED 15,XAVI SIMONS,player,ned,slot_15
NED_016,NED,16,NED 16,JUSTIN KLUIVERT,player,ned,slot_16
NED_017,NED,17,NED 17,MEMPHIS DEPAY,player,ned,slot_17
NED_018,NED,18,NED 18,DONWELL MALEN,player,ned,slot_18
NED_019,NED,19,NED 19,WOUT WEGHORST,player,ned,slot_19
NED_020,NED,20,NED 20,CODY GAKPO,player,ned,slot_20
JPN_001,JPN,1,JPN 1,BADGE,badge,jpn,slot_01
JPN_003,JPN,3,JPN 3,HENRY ISEKI MOCHIZUKI,player,jpn,slot_03
JPN_007,JPN,7,JPN 7,TSUYOSHI WATANABE,player,jpn,slot_07
JPN_008,JPN,8,JPN 8,KASHI SANO,player,jpn,slot_08
JPN_002,JPN,2,JPN 2,ZION SUZUKI,player,jpn,slot_02
JPN_004,JPN,4,JPN 4,AYUMU SEKO,player,jpn,slot_04
JPN_005,JPN,5,JPN 5,To be completed,player,jpn,slot_05
JPN_006,JPN,6,JPN 6,SHOGO TANIGUCHI,player,jpn,slot_06
JPN_009,JPN,9,JPN 9,YUKI SOMA,player,jpn,slot_09
JPN_010,JPN,10,JPN 10,AO TANAKA,player,jpn,slot_10
JPN_011,JPN,11,JPN 11,DAICHI KAMADA,player,jpn,slot_11
JPN_012,JPN,12,JPN 12,TAKEFUSA KUBO,player,jpn,slot_12
JPN_013,JPN,13,JPN 13,TEAM PHOTO,team_photo,jpn,slot_13
JPN_014,JPN,14,JPN 14,RITSU DOAN,player,jpn,slot_14
JPN_015,JPN,15,JPN 15,KEITO NAKAMURA,player,jpn,slot_15
JPN_016,JPN,16,JPN 16,TAKUMI MINAMINO,player,jpn,slot_16
JPN_017,JPN,17,JPN 17,SHUTO MACHINO,player,jpn,slot_17
JPN_018,JPN,18,JPN 18,JUNYA ITO,player,jpn,slot_18
JPN_019,JPN,19,JPN 19,KOKI OGAWA,player,jpn,slot_19
JPN_020,JPN,20,JPN 20,AVASE UEDA,player,jpn,slot_20
SWE_012,SWE,12,SWE 12,Unknown,player,swe,slot_12
SWE_013,SWE,13,SWE 13,TEAM PHOTO,team_photo,swe,slot_13
SWE_014,SWE,14,SWE 14,To be completed,player,swe,slot_14
SWE_016,SWE,16,SWE 16,To be completed,player,swe,slot_16
SWE_018,SWE,18,SWE 18,To be completed,player,swe,slot_18
SWE_001,SWE,1,SWE 1,BADGE,badge,swe,slot_01
SWE_002,SWE,2,SWE 2,Viktor Johansson,player,swe,slot_02
SWE_003,SWE,3,SWE 3,Isak Hien,player,swe,slot_03
SWE_004,SWE,4,SWE 4,Gabriel Gudmundsson,player,swe,slot_04
SWE_005,SWE,5,SWE 5,To be completed,player,swe,slot_05
SWE_006,SWE,6,SWE 6,Victor Nilsson Lindelof,player,swe,slot_06
SWE_007,SWE,7,SWE 7,Gustaf Lagerbielke,player,swe,slot_07
SWE_008,SWE,8,SWE 8,Lucas Bergvall,player,swe,slot_08
SWE_009,SWE,9,SWE 9,To be completed,player,swe,slot_09
SWE_010,SWE,10,SWE 10,Jesper Karlstrom,player,swe,slot_10
SWE_011,SWE,11,SWE 11,Yasin Ayari,player,swe,slot_11
SWE_015,SWE,15,SWE 15,Ken Sema,player,swe,slot_15
SWE_017,SWE,17,SWE 17,Dejan Kulusevski,player,swe,slot_17
SWE_019,SWE,19,SWE 19,Alexander Isak,player,swe,slot_19
SWE_020,SWE,20,SWE 20,Viktor Gyoekeres,player,swe,slot_20
TUN_005,TUN,5,TUN 5,To be completed,player,tun,slot_05
TUN_012,TUN,12,TUN 12,To be completed,player,tun,slot_12
TUN_018,TUN,18,TUN 18,To be completed,player,tun,slot_18
TUN_001,TUN,1,TUN 1,BADGE,badge,tun,slot_01
TUN_002,TUN,2,TUN 2,BECHIR BEN SAID,player,tun,slot_02
TUN_003,TUN,3,TUN 3,AYMEN DAHMEN,player,tun,slot_03
TUN_004,TUN,4,TUN 4,YAN VALERY,player,tun,slot_04
TUN_006,TUN,6,TUN 6,VASSINE MERIAH,player,tun,slot_06
TUN_007,TUN,7,TUN 7,ALI ABDI,player,tun,slot_07
TUN_008,TUN,8,TUN 8,DYLAN BRONN,player,tun,slot_08
TUN_009,TUN,9,TUN 9,ELLVES SKHIRI,player,tun,slot_09
TUN_010,TUN,10,TUN 10,AISA LAIDOUNI,player,tun,slot_10
TUN_011,TUN,11,TUN 11,FERJANI SASSI,player,tun,slot_11
TUN_013,TUN,13,TUN 13,TEAM PHOTO,team_photo,tun,slot_13
TUN_014,TUN,14,TUN 14,HANNIBAL MEJBRI,player,tun,slot_14
TUN_015,TUN,15,TUN 15,ELIAS ACHOURI,player,tun,slot_15
TUN_016,TUN,16,TUN 16,ELIAS SAAD,player,tun,slot_16
TUN_017,TUN,17,TUN 17,HAZEM MASTOURI,player,tun,slot_17
TUN_019,TUN,19,TUN 19,SAYFALLAH LTAIEF,player,tun,slot_19
TUN_020,TUN,20,TUN 20,NAIM SLITI,player,tun,slot_20
BEL_005,BEL,5,BEL 5,To be completed,player,bel,slot_05
BEL_006,BEL,6,BEL 6,To be completed,player,bel,slot_06
BEL_007,BEL,7,BEL 7,To be completed,player,bel,slot_07
BEL_008,BEL,8,BEL 8,To be completed,player,bel,slot_08
BEL_001,BEL,1,BEL 1,BADGE,badge,bel,slot_01
BEL_002,BEL,2,BEL 2,Thibaut Courtois,player,bel,slot_02
BEL_003,BEL,3,BEL 3,Arthur Theate,player,bel,slot_03
BEL_004,BEL,4,BEL 4,Timothy Castagne,player,bel,slot_04
BEL_009,BEL,9,BEL 9,Yuri Tielemans,player,bel,slot_09
BEL_010,BEL,10,BEL 10,Amadou Onana,player,bel,slot_10
BEL_011,BEL,11,BEL 11,Nicolas Raskin,player,bel,slot_11
BEL_012,BEL,12,BEL 12,Alexis Saelemaekers,player,bel,slot_12
BEL_013,BEL,13,BEL 13,TEAM PHOTO,team_photo,bel,slot_13
BEL_014,BEL,14,BEL 14,Hans Vanaken,player,bel,slot_14
BEL_015,BEL,15,BEL 15,Kevin De Bruyne,player,bel,slot_15
BEL_016,BEL,16,BEL 16,Jérémy Doku,player,bel,slot_16
BEL_017,BEL,17,BEL 17,Charles De Ketelaere,player,bel,slot_17
BEL_018,BEL,18,BEL 18,Leandro Trossard,player,bel,slot_18
BEL_019,BEL,19,BEL 19,Loïs Openda,player,bel,slot_19
BEL_020,BEL,20,BEL 20,Romelu Lukaku,player,bel,slot_20
EGV_001,EGV,1,EGV 1,BADGE,badge,egv,slot_01
EGV_006,EGV,6,EGV 6,Hossam Abdelmaguid,player,egv,slot_06
EGV_007,EGV,7,EGV 7,To be completed,player,egv,slot_07
EGV_010,EGV,10,EGV 10,Marwan Attia,player,egv,slot_10
EGV_012,EGV,12,EGV 12,Hamdy Fathy,player,egv,slot_12
EGV_013,EGV,13,EGV 13,TEAM PHOTO,team_photo,egv,slot_13
EGV_016,EGV,16,EGV 16,Omar Kamal,player,egv,slot_16
EGV_020,EGV,20,EGV 20,Mostafa Mohamed,player,egv,slot_20
EGV_002,EGV,2,EGV 2,Mohamed Elshenawy,player,egv,slot_02
EGV_003,EGV,3,EGV 3,Mohamed Hany,player,egv,slot_03
EGV_004,EGV,4,EGV 4,Mohamed Hamdy,player,egv,slot_04
EGV_005,EGV,5,EGV 5,To be completed,player,egv,slot_05
EGV_008,EGV,8,EGV 8,Ramy Rabia,player,egv,slot_08
EGV_009,EGV,9,EGV 9,Ahmed Fatouh,player,egv,slot_09
EGV_011,EGV,11,EGV 11,Zizo,player,egv,slot_11
EGV_014,EGV,14,EGV 14,Mohanad Lasheen,player,egv,slot_14
EGV_015,EGV,15,EGV 15,Emam Ashour,player,egv,slot_15
EGV_017,EGV,17,EGV 17,Mohamed Salah,player,egv,slot_17
EGV_018,EGV,18,EGV 18,To be completed,player,egv,slot_18
EGV_019,EGV,19,EGV 19,To be completed,player,egv,slot_19
IRN_006,IRN,6,IRN 6,MILAD MOHAMMADI,player,irn,slot_06
IRN_009,IRN,9,IRN 9,To be completed,player,irn,slot_09
IRN_015,IRN,15,IRN 15,To be completed,player,irn,slot_15
IRN_016,IRN,16,IRN 16,To be completed,player,irn,slot_16
IRN_019,IRN,19,IRN 19,ALIREZA JAHANBAKHSH,player,irn,slot_19
IRN_020,IRN,20,IRN 20,ALI GHOLIZADEH,player,irn,slot_20
IRN_001,IRN,1,IRN 1,BADGE,badge,irn,slot_01
IRN_002,IRN,2,IRN 2,ALIREZA BEIRANVAND,player,irn,slot_02
IRN_003,IRN,3,IRN 3,MORTEZA POURALIGANJI,player,irn,slot_03
IRN_004,IRN,4,IRN 4,EHSAN HAJSFAI,player,irn,slot_04
IRN_005,IRN,5,IRN 5,To be completed,player,irn,slot_05
IRN_007,IRN,7,IRN 7,RAMIN REZAEIAN,player,irn,slot_07
IRN_008,IRN,8,IRN 8,HOSSEIN KANAANI,player,irn,slot_08
IRN_010,IRN,10,IRN 10,SADEGH MOHARRAMI,player,irn,slot_10
IRN_011,IRN,11,IRN 11,SAEED EZATOLAHI,player,irn,slot_11
IRN_012,IRN,12,IRN 12,SAMAN GHODDOS,player,irn,slot_12
IRN_013,IRN,13,IRN 13,TEAM PHOTO,team_photo,irn,slot_13
IRN_014,IRN,14,IRN 14,OMID NOORAFKAN,player,irn,slot_14
IRN_017,IRN,17,IRN 17,SARDAR AZMOUN,player,irn,slot_17
IRN_018,IRN,18,IRN 18,MEHDI TAREMI,player,irn,slot_18
CPV_002,CPV,2,CPV 2,To be completed,player,cpv,slot_02
CPV_006,CPV,6,CPV 6,To be completed,player,cpv,slot_06
CPV_012,CPV,12,CPV 12,To be completed,player,cpv,slot_12
CPV_014,CPV,14,CPV 14,To be completed,player,cpv,slot_14
CPV_001,CPV,1,CPV 1,BADGE,badge,cpv,slot_01
CPV_003,CPV,3,CPV 3,LOGAN COSTA,player,cpv,slot_03
CPV_004,CPV,4,CPV 4,PICO,player,cpv,slot_04
CPV_005,CPV,5,CPV 5,To be completed,player,cpv,slot_05
CPV_007,CPV,7,CPV 7,WAGNER PINA,player,cpv,slot_07
CPV_008,CPV,8,CPV 8,JOÃO PAULO,player,cpv,slot_08
CPV_009,CPV,9,CPV 9,VANNICK SEMEDO,player,cpv,slot_09
CPV_010,CPV,10,CPV 10,KEVIN PINA,player,cpv,slot_10
CPV_011,CPV,11,CPV 11,PATRICK ANDRADE,player,cpv,slot_11
CPV_013,CPV,13,CPV 13,TEAM PHOTO,team_photo,cpv,slot_13
CPV_015,CPV,15,CPV 15,GARRY RODRIGUES,player,cpv,slot_15
CPV_016,CPV,16,CPV 16,JOVANE CABRAL,player,cpv,slot_16
CPV_017,CPV,17,CPV 17,RYAN MENDES,player,cpv,slot_17
CPV_018,CPV,18,CPV 18,DAILON LIVRAMENTO,player,cpv,slot_18
CPV_019,CPV,19,CPV 19,WILLY SEMEDO,player,cpv,slot_19
CPV_020,CPV,20,CPV 20,BEBÉ,player,cpv,slot_20
KSA_005,KSA,5,KSA 5,To be completed,player,ksa,slot_05
KSA_006,KSA,6,KSA 6,NAWAF BUWASHL,player,ksa,slot_06
KSA_015,KSA,15,KSA 15,MARWAN ALSHEHRI,player,ksa,slot_15
KSA_019,KSA,19,KSA 19,To be completed,player,ksa,slot_19
KSA_020,KSA,20,KSA 20,To be completed,player,ksa,slot_20
KSA_001,KSA,1,KSA 1,BADGE,badge,ksa,slot_01
KSA_002,KSA,2,KSA 2,NAWAF ALAQIDI,player,ksa,slot_02
KSA_003,KSA,3,KSA 3,ABDULRAHMAN ALSANBI,player,ksa,slot_03
KSA_004,KSA,4,KSA 4,SAUD ABDULHAMID,player,ksa,slot_04
KSA_007,KSA,7,KSA 7,MOTEB ALHARBI,player,ksa,slot_07
KSA_008,KSA,8,KSA 8,HASSAN ALTAMBAKTI,player,ksa,slot_08
KSA_009,KSA,9,KSA 9,MUSAB ALJUWAWR,player,ksa,slot_09
KSA_010,KSA,10,KSA 10,ZIYAD ALJOHANI,player,ksa,slot_10
KSA_011,KSA,11,KSA 11,ABDULLAH ALKHAIBARI,player,ksa,slot_11
KSA_012,KSA,12,KSA 12,NASSER ALDAWSARI,player,ksa,slot_12
KSA_013,KSA,13,KSA 13,TEAM PHOTO,team_photo,ksa,slot_13
KSA_014,KSA,14,KSA 14,SALEH ABU ALSHAMAT,player,ksa,slot_14
KSA_016,KSA,16,KSA 16,SALEM ALDAWSARI,player,ksa,slot_16
KSA_017,KSA,17,KSA 17,ABDULRAHMAN ALOBUD,player,ksa,slot_17
KSA_018,KSA,18,KSA 18,FERAS ALBRIKAN,player,ksa,slot_18
URU_002,URU,2,URU 2,SERGIO ROCHET,player,uru,slot_02
URU_014,URU,14,URU 14,NICOLAS DE LA CRUZ,player,uru,slot_14
URU_017,URU,17,URU 17,To be completed,player,uru,slot_17
URU_020,URU,20,URU 20,FACUNDO PELLESTRI,player,uru,slot_20
URU_001,URU,1,URU 1,BADGE,badge,uru,slot_01
URU_003,URU,3,URU 3,SANTIAGO MELE,player,uru,slot_03
URU_004,URU,4,URU 4,RONALD ARAUJO,player,uru,slot_04
URU_005,URU,5,URU 5,To be completed,player,uru,slot_05
URU_006,URU,6,URU 6,SEBASTIAN CACERES,player,uru,slot_06
URU_007,URU,7,URU 7,MATHIAS OLIVERA,player,uru,slot_07
URU_008,URU,8,URU 8,GUILLERMO VARELA,player,uru,slot_08
URU_009,URU,9,URU 9,To be completed,player,uru,slot_09
URU_010,URU,10,URU 10,FEDERICO VALVERDE,player,uru,slot_10
URU_011,URU,11,URU 11,GIORGIAN DE ARRASCAETA,player,uru,slot_11
URU_012,URU,12,URU 12,RODRIGO BENTANCUR,player,uru,slot_12
URU_013,URU,13,URU 13,TEAM PHOTO,team_photo,uru,slot_13
URU_015,URU,15,URU 15,MANUEL UGARTE,player,uru,slot_15
URU_016,URU,16,URU 16,MAXI ARAUJO,player,uru,slot_16
URU_018,URU,18,URU 18,FEDERICO VINAS,player,uru,slot_18
URU_019,URU,19,URU 19,RODRIGO AGUIRRE,player,uru,slot_19
FRA_002,FRA,2,FRA 2,To be completed,player,fra,slot_02
FRA_005,FRA,5,FRA 5,To be completed,player,fra,slot_05
FRA_010,FRA,10,FRA 10,EDOUARDO CAMAVINGA,player,fra,slot_10
FRA_011,FRA,11,FRA 11,KINGSLEY COMAN,player,fra,slot_11
FRA_015,FRA,15,FRA 15,Ousmane Dembélé,player,fra,slot_15
FRA_001,FRA,1,FRA 1,BADGE,badge,fra,slot_01
FRA_003,FRA,3,FRA 3,THÉO HERNÁNDEZ,player,fra,slot_03
FRA_004,FRA,4,FRA 4,WILLIAM SALIBA,player,fra,slot_04
FRA_006,FRA,6,FRA 6,IBRAHIMA KONATÉ,player,fra,slot_06
FRA_007,FRA,7,FRA 7,DAYOT UPAMECANO,player,fra,slot_07
FRA_008,FRA,8,FRA 8,LUCAS DIGNE,player,fra,slot_08
FRA_009,FRA,9,FRA 9,AURÉLIEN TCHOUAMÉNI,player,fra,slot_09
FRA_012,FRA,12,FRA 12,ADRIEN RABIOT,player,fra,slot_12
FRA_013,FRA,13,FRA 13,TEAM PHOTO,team_photo,fra,slot_13
FRA_014,FRA,14,FRA 14,MICHAEL OLISE,player,fra,slot_14
FRA_016,FRA,16,FRA 16,BRADLEY BARCOLA,player,fra,slot_16
FRA_017,FRA,17,FRA 17,Désiré Doué,player,fra,slot_17
FRA_018,FRA,18,FRA 18,KINGSLEY COMAN,player,fra,slot_18
FRA_019,FRA,19,FRA 19,HUGO EKITIKÉ,player,fra,slot_19
FRA_020,FRA,20,FRA 20,KYLIAN MBAPPÉ,player,fra,slot_20
FWC_003,FWC,3,FWC 3,Official Mascots,player,fwc,slot_03
FWC_004,FWC,4,FWC 4,Official Slogan,player,fwc,slot_04
FWC_017,FWC,17,FWC 17,Italy 2006,player,fwc,slot_17
FWC_018,FWC,18,FWC 18,Germany 2014,player,fwc,slot_18
